created_at,id,text,used_id,user_name,user_screen_name,user_location,user_followers_count,user_friends_count,user_created_at,user_time_zone,user_profile_background_color,user_profile_image_url,geo,coordinates,place,$$hashKey
Mon Apr 04 18:47:53 +0000 2016,717061141684465700,Hastanedeki ilaç kuyruğu bakkaldaki SANAYAĞ kuyruğu tüp kuyruğu bitti apple store kuyruğu başladı bu mu teknoloji yazık çok yazık....,189978348,T. Jûstinyen,T. Jûstinyen,,1785,215,Sun Sep 12 19:12:43 +0000 2010,Greenland,FFFFFF,http://pbs.twimg.com/profile_images/711070102716817408/9kOWlqmy_normal.jpg,,,,object:8
Mon Apr 04 18:47:53 +0000 2016,717061141684465700,Hastanedeki ilaç kuyruğu bakkaldaki SANAYAĞ kuyruğu tüp kuyruğu bitti apple store kuyruğu başladı bu mu teknoloji yazık çok yazık....,189978348,T. Jûstinyen,T. Jûstinyen,,1785,215,Sun Sep 12 19:12:43 +0000 2010,Greenland,FFFFFF,http://pbs.twimg.com/profile_images/711070102716817408/9kOWlqmy_normal.jpg,,,,object:9
Mon Apr 04 18:47:53 +0000 2016,717061141944512500,Lastest Apple Iphone 3g S 32gb auctions
#supercar #car #sportcar
 https://t.co/3QZgBIgWGI,2960105062,Add,Add,,759,889,Sun Jan 04 11:27:25 +0000 2015,,000000,http://pbs.twimg.com/profile_images/584684038717341698/VDxr3vq6_normal.jpg,,,,object:10
Mon Apr 04 18:47:53 +0000 2016,717061144435884000,RT @ROROBand: iTunes link for new CD. Ordering info soon! https://t.co/XPrErkOKr1 https://t.co/1weoDTHQrJ,53609883,Peetrik Harrod,Peetrik Harrod,760 ,155,506,Sat Jul 04 06:04:15 +0000 2009,,C0DEED,http://pbs.twimg.com/profile_images/621087038759047168/K-AH22xX_normal.jpg,,,,object:11
Mon Apr 04 18:47:53 +0000 2016,717061144435884000,RT @ROROBand: iTunes link for new CD. Ordering info soon! https://t.co/XPrErkOKr1 https://t.co/1weoDTHQrJ,53609883,Peetrik Harrod,Peetrik Harrod,760 ,155,506,Sat Jul 04 06:04:15 +0000 2009,,C0DEED,http://pbs.twimg.com/profile_images/621087038759047168/K-AH22xX_normal.jpg,,,,object:12
Mon Apr 04 18:47:53 +0000 2016,717061144108798000,RT @BrianRoemmele: The device, the OS, the app, the API vanish on #VoiceFirst systems #VoiceCommerce #VoicePayments 

#Money2020Europe  htt…,717058867281182700,BOLCH CAROWAY,BOLCH CAROWAY,,0,9,Mon Apr 04 18:38:51 +0000 2016,,F5F8FA,http://pbs.twimg.com/profile_images/717059508544012288/ZO0aIgfY_normal.jpg,,,,object:13
Mon Apr 04 18:47:53 +0000 2016,717061144108798000,RT @BrianRoemmele: The device, the OS, the app, the API vanish on #VoiceFirst systems #VoiceCommerce #VoicePayments 

#Money2020Europe  htt…,717058867281182700,BOLCH CAROWAY,BOLCH CAROWAY,,0,9,Mon Apr 04 18:38:51 +0000 2016,,F5F8FA,http://pbs.twimg.com/profile_images/717059508544012288/ZO0aIgfY_normal.jpg,,,,object:14
Mon Apr 04 18:47:54 +0000 2016,717061145735999500,Some of y'all have an unhealthy obsession with Apple products.,433060053,Savaun,Savaun,CR, Iowa --- CoMo,560,388,Sat Dec 10 03:04:51 +0000 2011,America/Chicago,1A1B1F,http://pbs.twimg.com/profile_images/706289836647391232/1msnUHDq_normal.jpg,,,,object:15
Mon Apr 04 18:47:54 +0000 2016,717061145735999500,Some of y'all have an unhealthy obsession with Apple products.,433060053,Savaun,Savaun,CR, Iowa --- CoMo,560,388,Sat Dec 10 03:04:51 +0000 2011,America/Chicago,1A1B1F,http://pbs.twimg.com/profile_images/706289836647391232/1msnUHDq_normal.jpg,,,,object:16
Mon Apr 04 18:47:54 +0000 2016,717061146101022700,You guys rock!!! Thx for playing #LBSlowBurn https://t.co/bWzA8vNNCz,428597613,Leslie Becker,Leslie Becker,United States,2314,4987,Sun Dec 04 23:32:50 +0000 2011,Central Time (US & Canada),000000,http://pbs.twimg.com/profile_images/690273343719743488/ZhZieIFV_normal.jpg,,,,object:17
